czas;temp;moc
662;25.301762;1800.000000
663;25.307899;1800.000000
664;25.314034;1800.000000
665;25.320162;1800.000000
666;25.326286;1800.000000
667;25.332405;1800.000000
668;25.338520;1800.000000
669;25.344629;1800.000000
670;25.350735;1800.000000
671;25.356836;1800.000000
672;25.362932;1800.000000
673;25.369024;1800.000000
674;25.375111;1800.000000
675;25.381193;1800.000000
676;25.387270;1800.000000
677;25.393343;1800.000000
678;25.399410;1800.000000
679;25.405474;1800.000000
680;25.411533;1800.000000
681;25.417587;1800.000000
682;25.423637;1800.000000
683;25.429682;1800.000000
684;25.435722;1800.000000
685;25.441757;1800.000000
686;25.447788;1800.000000
687;25.453815;1800.000000
688;25.459837;1800.000000
689;25.465855;1800.000000
690;25.471867;1800.000000
691;25.477875;1800.000000
692;25.483879;1800.000000
693;25.489878;1800.000000
694;25.495872;1800.000000
695;25.501862;1800.000000
696;25.507847;1800.000000
697;25.513828;1800.000000
698;25.519804;1800.000000
699;25.525776;1800.000000
700;25.531742;1800.000000
701;25.537704;1800.000000
702;25.543663;1800.000000
703;25.549616;1800.000000
704;25.555565;1800.000000
705;25.561508;1800.000000
706;25.567448;1800.000000
707;25.573383;1800.000000
708;25.579313;1800.000000
709;25.585239;1800.000000
710;25.591162;1800.000000
711;25.597078;1800.000000
712;25.602991;1800.000000
713;25.608898;1800.000000
714;25.614801;1800.000000
715;25.620701;1800.000000
716;25.626595;1800.000000
717;25.632484;1800.000000
718;25.638371;1800.000000
719;25.644251;1800.000000
720;25.650127;1800.000000
721;25.656000;1800.000000
722;25.661867;1800.000000
723;25.667730;1800.000000
724;25.673588;1800.000000
725;25.679441;1800.000000
726;25.685291;1800.000000
727;25.691135;1800.000000
728;25.696976;1800.000000
729;25.702812;1800.000000
730;25.708643;1800.000000
731;25.714470;1800.000000
732;25.720293;1800.000000
733;25.726110;1800.000000
734;25.731924;1800.000000
735;25.737734;1800.000000
736;25.743538;1800.000000
737;25.749338;1800.000000
738;25.755135;1800.000000
739;25.760925;1800.000000
740;25.766712;1800.000000
741;25.772495;1800.000000
742;25.778275;1800.000000
743;25.784048;1800.000000
744;25.789818;1800.000000
745;25.795584;1800.000000
746;25.801344;1800.000000
747;25.807100;1800.000000
748;25.812853;1800.000000
749;25.818600;1800.000000
750;25.824343;1800.000000
751;25.830082;1800.000000
752;25.835815;1800.000000
753;25.841545;1800.000000
754;25.847271;1800.000000
755;25.852993;1800.000000
756;25.858709;1800.000000
757;25.864422;1800.000000
758;25.870131;1800.000000
759;25.875834;1800.000000
760;25.881533;1800.000000
761;25.887228;1800.000000
762;25.892920;1800.000000
763;25.898605;1800.000000
764;25.904287;1800.000000
765;25.909966;1800.000000
766;25.915638;1800.000000
767;25.921307;1800.000000
768;25.926971;1800.000000
769;25.932632;1800.000000
770;25.938288;1800.000000
771;25.943939;1800.000000
772;25.949587;1800.000000
773;25.955231;1800.000000
774;25.960869;1800.000000
775;25.966503;1800.000000
776;25.972134;1800.000000
777;25.977760;1800.000000
778;25.983381;1800.000000
779;25.988998;1800.000000
780;25.994612;1800.000000
781;26.000221;1800.000000
782;26.005825;1800.000000
783;26.011425;1800.000000
784;26.017021;1800.000000
785;26.022614;1800.000000
786;26.028200;1800.000000
787;26.033783;1800.000000
788;26.039362;1800.000000
789;26.044937;1800.000000
790;26.050507;1800.000000
791;26.056072;1800.000000
792;26.061634;1800.000000
793;26.067192;1800.000000
794;26.072744;1800.000000
795;26.078293;1800.000000
796;26.083838;1800.000000
797;26.089378;1800.000000
798;26.094915;1800.000000
799;26.100447;1800.000000
800;26.105974;1800.000000
801;26.111498;1800.000000
802;26.117018;1800.000000
803;26.122532;1800.000000
804;26.128042;1800.000000
805;26.133549;1800.000000
806;26.139051;1800.000000
807;26.144550;1800.000000
808;26.150043;1800.000000
809;26.155533;1800.000000
810;26.161018;1800.000000
811;26.166500;1800.000000
812;26.171978;1800.000000
813;26.177450;1800.000000
814;26.182919;1800.000000
815;26.188383;1800.000000
816;26.193844;1800.000000
817;26.199301;1800.000000
818;26.204752;1800.000000
819;26.210199;1800.000000
820;26.215643;1800.000000
821;26.221083;1800.000000
822;26.226519;1800.000000
823;26.231951;1800.000000
824;26.237377;1800.000000
825;26.242800;1800.000000
826;26.248219;1800.000000
827;26.253633;1800.000000
828;26.259045;1800.000000
829;26.264452;1800.000000
830;26.269854;1800.000000
831;26.275251;1800.000000
832;26.280645;1800.000000
833;26.286036;1800.000000
834;26.291422;1800.000000
835;26.296804;1800.000000
836;26.302181;1800.000000
837;26.307554;1800.000000
838;26.312923;1800.000000
839;26.318289;1800.000000
840;26.323650;1800.000000
841;26.329008;1800.000000
842;26.334362;1800.000000
843;26.339710;1800.000000
844;26.345055;1800.000000
845;26.350395;1800.000000
846;26.355732;1800.000000
847;26.361065;1800.000000
848;26.366394;1800.000000
849;26.371719;1800.000000
850;26.377039;1800.000000
851;26.382355;1800.000000
852;26.387667;1800.000000
853;26.392975;1800.000000
854;26.398279;1800.000000
855;26.403580;1800.000000
856;26.408876;1800.000000
857;26.414169;1800.000000
858;26.419456;1800.000000
859;26.424740;1800.000000
860;26.430019;1800.000000
861;26.435295;1800.000000
862;26.440567;1800.000000
863;26.445835;1800.000000
864;26.451099;1800.000000
865;26.456360;1800.000000
866;26.461615;1800.000000
867;26.466866;1800.000000
868;26.472113;1800.000000
869;26.477356;1800.000000
870;26.482595;1800.000000
871;26.487831;1800.000000
872;26.493063;1800.000000
873;26.498291;1800.000000
874;26.503515;1800.000000
875;26.508736;1800.000000
876;26.513952;1800.000000
877;26.519163;1800.000000
878;26.524370;1800.000000
879;26.529573;1800.000000
880;26.534773;1800.000000
881;26.539968;1800.000000
882;26.545160;1800.000000
883;26.550348;1800.000000
884;26.555532;1800.000000
885;26.560713;1800.000000
886;26.565889;1800.000000
887;26.571062;1800.000000
888;26.576231;1800.000000
889;26.581394;1800.000000
890;26.586554;1800.000000
891;26.591709;1800.000000
892;26.596861;1800.000000
893;26.602009;1800.000000
894;26.607153;1800.000000
895;26.612293;1800.000000
896;26.617430;1800.000000
897;26.622562;1800.000000
898;26.627691;1800.000000
899;26.632816;1800.000000
900;26.637938;1800.000000
901;26.643055;1800.000000
902;26.648169;1800.000000
903;26.653278;1800.000000
904;26.658384;1800.000000
905;26.663486;1800.000000
906;26.668585;1800.000000
907;26.673677;1800.000000
908;26.678766;1800.000000
909;26.683851;1800.000000
910;26.688932;1800.000000
911;26.694010;1800.000000
912;26.699083;1800.000000
913;26.704153;1800.000000
914;26.709219;1800.000000
915;26.714281;1800.000000
916;26.719339;1800.000000
917;26.724394;1800.000000
918;26.729445;1800.000000
919;26.734491;1800.000000
920;26.739534;1800.000000
921;26.744574;1800.000000
922;26.749609;1800.000000
923;26.754641;1800.000000
924;26.759668;1800.000000
925;26.764692;1800.000000
926;26.769712;1800.000000
927;26.774729;1800.000000
928;26.779741;1800.000000
929;26.784750;1800.000000
930;26.789755;1800.000000
931;26.794756;1800.000000
932;26.799753;1800.000000
933;26.804747;1800.000000
934;26.809736;1800.000000
935;26.814722;1800.000000
936;26.819704;1800.000000
937;26.824682;1800.000000
938;26.829657;1800.000000
939;26.834627;1800.000000
940;26.839594;1800.000000
941;26.844557;1800.000000
942;26.849516;1800.000000
943;26.854471;1800.000000
944;26.859423;1800.000000
945;26.864370;1800.000000
946;26.869314;1800.000000
947;26.874254;1800.000000
948;26.879190;1800.000000
949;26.884123;1800.000000
950;26.889051;1800.000000
951;26.893976;1800.000000
952;26.898897;1800.000000
953;26.903814;1800.000000
954;26.908728;1800.000000
955;26.913637;1800.000000
956;26.918543;1800.000000
957;26.923445;1800.000000
958;26.928343;1800.000000
959;26.933237;1800.000000
960;26.938128;1800.000000
961;26.943014;1800.000000
962;26.947897;1800.000000
963;26.952778;1800.000000
964;26.957655;1800.000000
965;26.962528;1800.000000
966;26.967398;1800.000000
967;26.972263;1800.000000
968;26.977125;1800.000000
969;26.981983;1800.000000
970;26.986837;1800.000000
971;26.991688;1800.000000
972;26.996534;1800.000000
973;27.001377;1800.000000
974;27.006216;1800.000000
975;27.011051;1800.000000
976;27.015882;1800.000000
977;27.020710;1800.000000
978;27.025534;1800.000000
979;27.030354;1800.000000
980;27.035172;1800.000000
981;27.039986;1800.000000
982;27.044796;1800.000000
983;27.049603;1800.000000
984;27.054405;1800.000000
985;27.059204;1800.000000
986;27.063999;1800.000000
987;27.068790;1800.000000
988;27.073578;1800.000000
989;27.078362;1800.000000
990;27.083141;1800.000000
991;27.087917;1800.000000
992;27.092690;1800.000000
993;27.097460;1800.000000
994;27.102226;1800.000000
995;27.106989;1800.000000
996;27.111748;1800.000000
997;27.116503;1800.000000
998;27.121254;1800.000000
999;27.126001;1800.000000
